Id;Provincia;Estacion;longitud2;latitud2;altitud;anio;ene;feb;mar;abr;may;jun;jul;ago;sep;oct;nov;dic
3318;PORTOVIEJO;18 de Octubre;-804.596;-10.376;215;1990;276,4;394,9;230,9;;132,2;20,7;26,7;3,1;5,7;23,7;13,7;149,1
3319;PORTOVIEJO;12 de Marzo;-804.596;-10.376;215;1991;147,6;499,3;491;259,9;159,6;36,3;11,6;5,3;9,9;17,2;30,2;269,9
3320;PORTOVIEJO;Picoza;-804.596;-10.376;215;1993;338,2;;;;;;;;;;;
3321;PORTOVIEJO;12 de Marzo;-804.596;-10.376;215;1994;;;;;;;;;;39,5;37,1;453,5
3322;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;215;1995;458,5;292,4;544,4;375,7;190,3;108,4;;30;5,3;90,9;57,9;175,8
3323;PORTOVIEJO;18 de Octubre;-804.596;-10.376;215;1996;297;457,6;830,1;315,7;55;16,3;16,5;36,3;20,9;10,1;84,6;119,9
3324;PORTOVIEJO;Colon;-804.596;-10.376;215;1997;415,5;407,8;695,1;594,9;662,8;;305,9;213,6;;;;
3325;PORTOVIEJO;Portoviejo;-804.596;-10.376;215;1998;881;888,5;629,1;854,9;753,3;352;153,3;67;46,2;19,7;46,6;54,2
3326;PORTOVIEJO;18 de Octubre;-804.596;-10.376;215;1999;356;682,1;665,6;565,9;313,3;35,3;18,5;4,8;90;58,8;50,6;303
3327;PORTOVIEJO;Andres de Vera;-804.596;-10.376;215;2000;344;326,2;451,7;480,2;346,9;68,1;2,1;11,3;28,9;16,7;10,3;243,8
3328;PORTOVIEJO;Picoza;-804.596;-10.376;215;2001;613,6;590,9;658;676,4;267,1;4,9;15,3;3,5;29,5;12,6;38,5;107,2
3329;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;215;2002;285,2;584,1;997,1;823,8;382,9;110,6;11,2;5,7;9,5;92,8;133,8;243,6
3330;PORTOVIEJO;Andres de Vera;-804.596;-10.376;215;2003;476;514,4;418,3;521,9;312,7;110,8;67,4;28,3;5,6;103,3;41,3;279,8
3331;PORTOVIEJO;Picoza;-804.596;-10.376;215;2004;422,5;324,6;395,1;669,4;327,5;22,8;10,5;10,4;50,5;72,5;8,3;98,5
3332;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;215;2005;;404,6;300,7;494,1;15,2;6,3;12,6;3,7;7,1;20,1;24,3;97,9
3333;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;215;2006;279,2;1158,8;896,5;541,5;158,9;39,3;6,8;33,9;31,8;9,8;177,8;137
3334;PORTOVIEJO;San Pablo;-804.596;-10.376;215;2007;425;384,8;458;450,3;345,5;55,3;25,8;11,7;14,5;13,2;43,7;108,1
3335;PORTOVIEJO;18 de Octubre;-804.596;-10.376;215;2008;626,9;711,8;540,2;656,7;199,5;59,7;22,1;117,8;30,6;58,4;36,9;59,4
3336;PORTOVIEJO;18 de Octubre;-804.596;-10.376;215;2009;668,1;483,5;709,5;461,6;172,5;31;4,5;31,8;16,7;20,3;22;332,8
3337;PORTOVIEJO;Picoza;-804.596;-10.376;215;2010;452,4;686,9;540;647,4;186,5;43,1;75,7;12,9;30,3;17,2;57;391,2
3338;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;215;2011;479,5;536,8;391,5;756,6;67,5;57,5;79,2;4,8;35,9;31,7;12,3;116,5
3339;PORTOVIEJO;18 de Octubre;-804.596;-10.376;215;2012;797,8;710,9;772,3;816,3;536,2;209,5;18,9;7,4;4,5;22,2;37,8;73
3340;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;215;2013;412,6;332,9;899,9;484,5;288,2;35,1;12;11,1;15,9;38,7;16,7;213,4
3341;PORTOVIEJO;18 de Octubre;-804.596;-10.376;215;2014;446;539,6;607,3;472,8;522,9;91;43,1;20,8;47,8;111;17,7;67
3342;PORTOVIEJO;12 de Marzo;-804.596;-10.376;215;2015;425,7;626,7;600,6;609;380,2;244,7;190,8;10,9;25,4;91,5;85,4;416,6
3343;PORTOVIEJO;Picoza;-804.596;-10.376;215;2016;872,9;474,1;587,8;649,2;;;;;;;;
3344;PORTOVIEJO;12 de Marzo;-804.596;-10.376;215;2017;589,8;531,4;860,9;546,4;458;113,7;6,5;18,8;17,1;89,1;45,4;130,9
3345;PORTOVIEJO;San Pablo;-804.596;-10.376;3030;1964;2,6;21,2;35,5;140;19,9;48,1;18,3;18,4;18,2;33;25,7;71,4
3346;PORTOVIEJO;Andres de Vera;-804.596;-10.376;3030;1966;45,9;57;37;34,4;12,5;38,6;9;14,6;27,1;27,8;89,2;199,3
3347;PORTOVIEJO;18 de Octubre;-804.596;-10.376;3030;1975;;102,8;39;49,8;56,6;68;69,3;44,8;23,6;81,9;48,4;
3348;PORTOVIEJO;Colon;-804.596;-10.376;3030;1976;34,2;57,9;61,3;56,5;38,2;17,5;3,8;6,3;15,7;24,4;52,6;36,3
3349;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;3030;1977;22,8;25,9;65,6;73;6,4;29,2;5;15,8;54,2;50,7;31,1;23,8
3350;PORTOVIEJO;Colon;-804.596;-10.376;3030;1978;17,9;49,5;56,5;73,7;45,9;11,5;2,9;4,2;22,9;1,3;18,6;36,3
3351;PORTOVIEJO;Andres de Vera;-804.596;-10.376;3030;1979;34,2;28,4;57,1;28;42,3;10;3,4;26,3;63,1;14,1;16,1;13,3
3352;PORTOVIEJO;Andres de Vera;-804.596;-10.376;3030;1980;44,1;49,1;17;69,1;11;31,3;0,2;7,4;15,4;110,2;63,7;24,1
3353;PORTOVIEJO;Picoza;-804.596;-10.376;3030;1981;6,1;51,6;73;59,3;41;8,6;16,2;24,6;7,6;44,7;92,6;69,6
3354;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;3030;1982;51,5;60,2;49,4;121,3;106,8;;5,8;6,5;4,4;70,8;106,6;178,8
3355;PORTOVIEJO;12 de Marzo;-804.596;-10.376;3030;1983;59,8;33,8;75,6;182,9;191,2;0,6;0;;;;;
3356;PORTOVIEJO;San Pablo;-804.596;-10.376;3030;1985;;;;;;;9,2;196,9;;258,4;132,1;347,4
3357;PORTOVIEJO;Colon;-804.596;-10.376;3030;1986;170,6;186;664,3;249,8;263,6;106,6;30;71,5;27,6;381,5;399,2;100,7
3358;PORTOVIEJO;Portoviejo;-804.596;-10.376;3030;1987;217,6;320,6;521,2;617,6;530,4;6,6;;;;;;
3359;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2220;1963;;;;;57,8;83,4;69,1;27,4;269,1;34,1;54,4;30,1
3360;PORTOVIEJO;Picoza;-804.596;-10.376;2220;1964;1,3;22,3;25,2;51,1;41,9;126,4;25,2;103,9;114,9;35,4;20,4;20,1
3361;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2220;1965;23,9;5,3;22,4;72,2;33,8;42,7;33,2;68,8;24,8;93,4;49,1;11
3362;PORTOVIEJO;Portoviejo;-804.596;-10.376;2220;1966;12,2;42,9;84,3;13,4;53,3;79,3;76,6;60,9;57,8;34,6;50,8;123,6
3363;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2220;1967;22,8;24,5;22,3;14,8;11;106,5;76,3;59,8;;81,7;23,7;23,6
3364;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2220;1968;39,9;32,7;51;1,3;14,9;41,1;42,2;12;30,2;19,4;12,9;11,6
3365;PORTOVIEJO;Portoviejo;-804.596;-10.376;2220;1969;8;33,5;117,9;66,7;35,3;40;10,7;59,1;38;33,1;79,8;21,7
3366;PORTOVIEJO;Colon;-804.596;-10.376;2220;1970;31,4;59,5;33,8;19,3;85,2;63,7;41,6;104,6;24,6;40,5;39,6;11,2
3367;PORTOVIEJO;Picoza;-804.596;-10.376;2220;1971;37,3;36,7;57,9;62,9;23,1;91,6;45,2;75,6;33,3;27;51,5;30
3368;PORTOVIEJO;Portoviejo;-804.596;-10.376;2220;1972;31,7;50;59,5;60;51;107,9;101;31,6;42,5;23;125,5;16,8
3369;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2220;1973;14,4;29,4;54,4;109;112,9;46,3;71,3;78,7;93,1;50,5;21,4;29,8
3370;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2220;1974;31,6;53,2;65,1;39,6;101,9;71,9;106,1;15;110,8;74,4;54,3;30,7
3371;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2220;1975;17,5;61;57,3;54,6;66;125,2;127,3;70,7;51,9;100,5;30,6;46,8
3372;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;1976;28,2;27,6;50,9;65,5;87,4;101,8;79,2;32,9;29,9;27;50,3;21,4
3373;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2220;1977;13,8;43;36,4;39,8;34,5;121,4;33,7;66,2;120,6;38,8;17,4;24,3
3374;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2220;1978;13,6;54,6;58,6;87,5;44;92,1;21,1;42,8;51,3;12,5;0,5;25,4
3375;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2220;1979;12,3;11,6;74,3;91,9;65,6;34,3;20,3;82,2;49;19,6;58,3;3,2
3376;PORTOVIEJO;Portoviejo;-804.596;-10.376;2220;1980;35,1;28,2;22,1;49,9;37;52,4;42,4;69,2;18,9;72,5;52;10,7
3377;PORTOVIEJO;Colon;-804.596;-10.376;2220;1981;314,3;20,3;65,7;8,4;38,2;26,5;61;32,5;5,8;59,1;45,2;28,2
3378;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;1982;45,6;23,5;26;53,7;84,5;33,3;37,4;36,6;8,4;58,4;;
3379;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2220;1983;;;;97,1;91,5;23,2;;;;;14,4;54,5
3380;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2220;1984;;50,1;;;;;;19,3;130,6;;;31,7
3381;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;1985;;;;;92,2;36,5;66,3;42,9;58,5;28,4;20,6;31,5
3382;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;1986;11,6;27,3;61,8;50,5;52,3;77,1;71,3;37,5;57,3;37,5;50,8;38,4
3383;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2220;1987;17,8;104,6;33,2;155,9;47,7;76,6;33,6;45,8;28,3;17,6;7,9;11,5
3384;PORTOVIEJO;Colon;-804.596;-10.376;2220;1988;18,6;94,7;24,7;73,1;86,9;75,4;94,1;59,8;43,3;90;22,9;33,4
3385;PORTOVIEJO;Portoviejo;-804.596;-10.376;2220;1989;43,1;38,2;83,9;45;72,1;181,5;63,6;13;47,4;58,3;33,7;3,1
3386;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2220;1990;21,8;15,3;25,8;56,1;71,7;52,7;59,5;28,4;56,4;;36,9;43,8
3387;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2220;1991;15,1;21,3;58,4;;35,3;96,7;53,4;17,7;;53,9;59,1;20,7
3388;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;1992;12,9;51,1;24,9;41,9;34,4;;61,8;22,4;44,7;;73,8;13,3
3389;PORTOVIEJO;Portoviejo;-804.596;-10.376;2220;1993;;;;;;;;;;42,9;26,8;22
3390;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;1995;;;;;;;;;;;50,3;59,5
3391;PORTOVIEJO;Portoviejo;-804.596;-10.376;2220;1996;79,8;88,3;40,6;99,2;64,9;45,1;63,1;;;36,3;84;24,5
3392;PORTOVIEJO;Portoviejo;-804.596;-10.376;2220;1997;;;;;;;;;;22,2;66,3;39,9
3393;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2220;1998;28,3;59,1;92,1;75,7;103,5;125,2;122,9;53,4;22,8;;;3,6
3394;PORTOVIEJO;Colon;-804.596;-10.376;2220;1999;30,5;80,8;137,2;144,4;59,2;191,6;;179,7;170,8;33,4;49,3;188,4
3395;PORTOVIEJO;Colon;-804.596;-10.376;2220;2000;93,3;133;72,9;127;336;207,9;32,3;80,5;69,5;23,8;8,3;60,8
3396;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2220;2001;19,4;67,4;49,4;69,6;46;101;44,6;54,8;18,8;1,1;2,9;4
3397;PORTOVIEJO;Portoviejo;-804.596;-10.376;2220;2002;9,6;20,3;12,5;39,6;8,4;4,4;2,1;13,2;2,6;4,8;13,4;3
3398;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2220;2003;3,5;46,8;50,4;6;15,9;22;45,4;3,2;3;3;3,6;5,6
3399;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2220;2004;1,4;4,4;;;;39,1;63,3;27,9;;61,2;40,5;
3400;PORTOVIEJO;Colon;-804.596;-10.376;2220;2005;;;;;;;;;;;;
3401;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;2006;;;13,5;;;;;;;;;
3402;PORTOVIEJO;Portoviejo;-804.596;-10.376;2220;2007;;;;;;;37,1;95,5;35,5;43,9;;
3403;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2220;2008;40,6;127,9;72,7;71,7;104,5;60,5;;59,9;50,6;109,2;63,1;54,7
3404;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;2009;25,2;;;;;74,3;59,6;31,7;10,1;88,8;11,5;33,4
3405;PORTOVIEJO;Picoza;-804.596;-10.376;2220;2010;8,5;33,5;53,5;87,5;93;72,9;66,2;49,1;39,1;29,1;106,2;95
3406;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;2011;38,6;70,7;39,1;105,1;104,7;64,5;75,6;57,1;47,1;14,7;50,9;95,1
3407;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2220;2012;64;31,5;17,3;61,2;33,7;21,1;33;53,2;16,6;83,3;18,7;25,9
3408;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;2013;23,5;74,1;55,2;26,7;80,2;40,2;76,6;30,7;20,6;50,4;41,7;21,9
3409;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2220;2014;37,4;20,3;49,3;47,7;89,5;84,5;31,9;58,3;46,3;50,3;24,1;15,1
3410;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;2015;37,2;56,2;53,2;54;33,3;115,9;108,8;32,4;16;33,8;57,9;24,5
3411;PORTOVIEJO;San Pablo;-804.596;-10.376;2220;2016;13;34,7;53,7;88,7;51,5;;;;;;;
3412;PORTOVIEJO;Portoviejo;-804.596;-10.376;2793;1964;17,3;0,4;65,8;90,6;54,8;96,1;18,9;52,8;53,1;27,3;30,5;59,3
3413;PORTOVIEJO;Portoviejo;-804.596;-10.376;2793;1965;38;9,7;40,9;97,4;45,1;52,4;20,9;21,6;24,5;87,4;94,4;34,3
3414;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2793;1966;20,9;64,2;87,2;;24,2;48,7;44,9;36,6;57,4;55;63,1;81,4
3415;PORTOVIEJO;Picoza;-804.596;-10.376;2793;1967;51,5;40,4;55,1;25,3;16,8;57,2;51,9;31,2;14,1;100,8;66;19,4
3416;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2793;1968;44,6;58,9;89,2;22,4;6,8;88,1;55,1;35;33,7;48,2;35,4;18,3
3417;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2793;1969;35,7;43,2;109,3;105,1;52,8;52,1;26;35,7;50,6;86,2;105,7;55,3
3418;PORTOVIEJO;Picoza;-804.596;-10.376;2793;1970;85,1;84,6;68,9;116,8;106,3;79,7;32,8;40,5;25,9;66,6;141,5;25
3419;PORTOVIEJO;San Pablo;-804.596;-10.376;2793;1971;49;62,2;102;57,9;59,6;59,8;38;67,8;41,4;62,8;90,7;47,7
3420;PORTOVIEJO;Colon;-804.596;-10.376;2793;1972;47,3;62,6;82,9;88,8;47,5;96,2;54;31,2;29,5;39,3;90,1;24,2
3421;PORTOVIEJO;Picoza;-804.596;-10.376;2793;1973;58,1;32,8;82,9;81,3;64,9;18,3;49,1;45,7;116;54,5;32;66,6
3422;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2793;1974;85,7;79,7;63,5;77,8;65,3;82;79,7;20,9;101,7;120,4;72,8;62,3
3423;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2793;1975;99,3;95;57,5;37,9;74,8;101,7;110,2;64,5;47,2;97,1;63,4;74,1
3424;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2793;1976;59,7;82,4;41,3;51,7;88,4;70,2;88,7;49,3;40,7;50,2;57,6;53,2
3425;PORTOVIEJO;San Pablo;-804.596;-10.376;2793;1977;6;47,5;73,1;92,9;18;75,4;25,9;51,3;106,2;59,3;15,8;71,1
3426;PORTOVIEJO;San Pablo;-804.596;-10.376;2793;1978;20,8;72;79,3;84,8;45,7;55,7;35,9;22,1;54;11,3;32,1;37,7
3427;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2793;1979;40,9;10;121,2;84,7;79,6;22,4;23,8;61,9;44,7;40;55;10,1
3428;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2793;1980;31,4;77,1;90,9;52,6;22,4;36,9;22,8;38,2;25;92;59,4;39
3429;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2793;1981;36,7;73,5;85,2;48,7;57,5;20,4;50,7;49,1;20,9;56,5;79,2;36,6
3430;PORTOVIEJO;Portoviejo;-804.596;-10.376;2793;1982;45,5;58,5;51,7;66,5;125,8;23,1;59,9;45,6;20,5;81,4;96,5;145,9
3431;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2793;1983;36,8;62,1;88,6;140,6;91;38,3;18,7;20,4;45,3;101;17,9;84,2
3432;PORTOVIEJO;Colon;-804.596;-10.376;2793;1984;45,4;105;95,9;66,4;49,7;68,8;34,7;14,4;154;68,4;137;26
3433;PORTOVIEJO;San Pablo;-804.596;-10.376;2793;1985;25,6;16,3;15,2;27,1;124,5;50,4;43,7;52,9;51,1;30,7;42;58,8
3434;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2793;1986;27,5;42,6;65,1;68,4;71,4;41,8;44,2;22,8;34,6;53,8;37,6;37,5
3435;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2793;1987;22,8;75,4;63,3;82,2;46;15,4;29,6;16,8;34,9;92,3;15,4;20,5
3436;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2793;1988;6,2;105,1;27,5;73,5;81,9;82,4;46,4;46,1;29,4;93,6;82,5;42,9
3437;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2793;1989;52,3;66,2;112,1;56;74,5;135,5;47,5;16,8;49,8;63,3;19,3;10,5
3438;PORTOVIEJO;Colon;-804.596;-10.376;2793;1990;36,9;60,2;36,9;127,3;56,9;50,8;35,8;8,8;26,5;126;39;39,9
3439;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2793;1991;37,5;24,7;109,3;31,4;39,8;48,3;38,2;23,7;12,4;34,2;55,3;17,3
3440;PORTOVIEJO;San Pablo;-804.596;-10.376;2793;1992;17,8;76,8;57,7;64,2;45,2;27,5;31,1;19,9;29,5;69,8;31,8;22
3441;PORTOVIEJO;Portoviejo;-804.596;-10.376;2793;1993;40,3;47;101,4;70,9;59;21,4;40,2;50,7;33,5;46,8;64,4;45,1
3442;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2793;1994;68,7;69,4;;;27,4;55,8;38,4;52,2;13,1;38;;63,9
3443;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2793;1995;19,6;28;47,1;66,4;64,4;33,1;60,8;29,7;10,7;27,4;101,4;41,9
3444;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2793;1996;72;83,7;57,4;72,2;79,1;35,5;33;19;43;56,6;24;
3445;PORTOVIEJO;San Pablo;-804.596;-10.376;2793;1997;;;;39,5;48,6;0;0;0;59,2;0;0;41
3446;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2793;1998;0;40;4;0;0;70;0;0;0;0;96;
3447;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2793;1999;7;131,7;73,1;86;16,5;72,2;18,8;42,6;21;11;0;2
3448;PORTOVIEJO;Portoviejo;-804.596;-10.376;2793;2000;35;29;14;112,7;111,6;110,2;34,2;;;2,2;10,1;
3449;PORTOVIEJO;Portoviejo;-804.596;-10.376;2793;2001;37,1;26,5;36,6;;;46,6;40,9;;;;;
3450;PORTOVIEJO;Picoza;-804.596;-10.376;2793;2002;28,9;14,8;30,1;50;73,6;57,7;;;;;;
3451;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2793;2004;;;;;103,6;21,9;50;27,9;35,5;;63,9;68
3452;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2793;2006;70,6;1,6;8,9;;;;16,8;19,9;78,7;43,3;;
3453;PORTOVIEJO;Colon;-804.596;-10.376;2793;2007;9,6;51,4;29,4;74,7;38,6;106,7;13,9;30,1;;;;
3454;PORTOVIEJO;Portoviejo;-804.596;-10.376;2793;2008;;164,5;40,4;26,7;42,8;38,5;44,2;43,4;;23,6;53,1;72,5
3455;PORTOVIEJO;Colon;-804.596;-10.376;2793;2009;15,7;;;;134;28,4;1,8;15,7;28,9;;;
3456;PORTOVIEJO;Colon;-804.596;-10.376;2793;2010;24,9;1,9;0;;;;;;;;;
3457;PORTOVIEJO;Portoviejo;-804.596;-10.376;2793;2011;;;;;78,9;46,7;60,2;31,3;48,6;21,5;108,4;70,9
3458;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2793;2012;77,3;94,9;49,7;91,5;41;18,2;20,6;27,8;12,7;109,6;32,6;36,1
3459;PORTOVIEJO;Picoza;-804.596;-10.376;2793;2013;29,7;49;71,4;87,4;;28,5;;19,1;16,4;34,7;30,7;21,5
3460;PORTOVIEJO;Colon;-804.596;-10.376;2793;2014;45,8;29,9;59,8;;48,8;57,3;;;;;;
3461;PORTOVIEJO;Picoza;-804.596;-10.376;2793;2017;;;;;;;;57;37,3;31,3;;
3462;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2910;1978;;;;;;;27,2;23,6;50;2,4;4,9;8
3463;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2910;1979;30,9;19,1;;81;52,8;30,3;19,6;50,2;44,3;23,3;52,1;11,3
3464;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2910;1980;16;47,7;20,6;72;27,6;29,8;27,6;23,6;18,2;64,4;39,6;7,9
3465;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2910;1981;19,5;27,2;46,8;43,9;41,9;23;65,9;24;8,9;39,8;31,2;31,2
3466;PORTOVIEJO;Colon;-804.596;-10.376;2910;1982;72,3;18,2;34,2;40,2;62,4;34,5;25,6;32,4;12,1;;32,5;65,1
3467;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2910;1983;15,4;44;38,7;127,6;100,2;23;21,1;19,1;64,7;32,7;5,6;45,5
3468;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2910;1984;28,3;37,9;73,7;98,3;71,3;67,6;46,6;14,5;140,7;;;17,4
3469;PORTOVIEJO;San Pablo;-804.596;-10.376;2910;1985;7,6;18,3;39,1;14,6;101,4;32,6;54,8;39,9;64,2;27,3;19,5;33,1
3470;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2910;1986;11,6;18,7;58,7;47,5;54,2;45,5;58,1;23,1;47,4;28,2;24,7;21,4
3471;PORTOVIEJO;Picoza;-804.596;-10.376;2910;1987;27,5;79,2;51,7;96,2;48,3;23,4;28,6;29,4;34,4;50,5;13,5;10,6
3472;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2910;1988;26;91,7;25,1;63,2;89,3;60,9;64,4;43,7;35,8;96,4;61,1;13,3
3473;PORTOVIEJO;San Pablo;-804.596;-10.376;2910;1989;33,7;41,1;95,3;36,2;72,7;144,7;65,6;3,6;37,7;55,6;17;7,1
3474;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2910;1990;13,7;40,4;33,9;39,8;55,1;57,5;38,1;26,8;26,6;109,3;22,4;25
3475;PORTOVIEJO;Picoza;-804.596;-10.376;2910;1991;8,7;20;37,9;27,3;55,8;77,8;49;23,2;11,1;30,6;65,3;16,4
3476;PORTOVIEJO;Picoza;-804.596;-10.376;2910;1992;5,1;33,5;48,8;54,4;33,1;38,4;31,9;17,3;30,1;13;34;5
3477;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2910;1993;30,2;31,2;65,9;71;56,1;19,3;55,1;20,1;33,4;28,4;66,4;20,6
3478;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2910;1994;39,5;24,8;49,5;71,1;42,1;64,9;49,3;57;13,3;40,9;60,5;46,2
3479;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2910;1995;14,6;3,6;29;62,2;51,4;34,7;89,4;124,1;21,3;20;60,5;33,2
3480;PORTOVIEJO;Colon;-804.596;-10.376;2910;1996;63,9;58,2;38,7;37,6;67,8;49,6;35,1;30,7;45,1;12,7;32,7;27
3481;PORTOVIEJO;Picoza;-804.596;-10.376;2910;1997;34;23,4;42,2;15,9;47,8;26,7;70;32,6;;34;104,7;34,7
3482;PORTOVIEJO;Portoviejo;-804.596;-10.376;2910;1998;23,3;37,4;23,5;91,8;81,6;61,6;55,2;34,7;14;49,2;18,4;10,8
3483;PORTOVIEJO;Picoza;-804.596;-10.376;2910;1999;46,1;69,1;59,5;68,8;46,4;79,1;15,1;56,7;100;15,9;27;92,6
3484;PORTOVIEJO;Portoviejo;-804.596;-10.376;2910;2000;40,9;82,1;44,9;71,8;199,5;102,9;30,1;64;;;;
3485;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2910;2002;12,2;39,3;46,7;74,3;73,2;54,3;20,9;28,6;17;58,4;51,3;38,5
3486;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2910;2003;37;32,9;34,7;35,3;28,5;68,1;16,4;6,9;11,9;36,9;36,4;27,9
3487;PORTOVIEJO;Colon;-804.596;-10.376;2910;2004;0;36,2;55;76,8;76,5;24,6;46,5;27,2;33,7;29;66,7;32,3
3488;PORTOVIEJO;San Pablo;-804.596;-10.376;2910;2005;13,3;55,6;86,6;80,9;35;59,2;21;12,8;6,4;20,6;30,5;76,3
3489;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2910;2006;42,5;49,8;58,8;47,8;31,8;74,6;11,7;36,6;30,5;37,7;83,5;37,2
3490;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2910;2007;57,2;15,7;76,6;95;84,6;145,2;19,9;60,1;21,3;34,4;25,9;41,2
3491;PORTOVIEJO;Picoza;-804.596;-10.376;2910;2008;23,9;101;49,8;71,8;68,3;60,1;48,1;48,4;41,5;67,6;50,9;36,6
3492;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2910;2009;43,7;40,7;31,4;60,8;20,4;79,2;37,6;15,3;5,4;40,8;14,4;4,6
3493;PORTOVIEJO;Picoza;-804.596;-10.376;2910;2010;8,3;28,8;44,4;81,7;63,6;63,2;55;28,9;34,6;14,6;109;73,7
3494;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2910;2011;30,2;72,5;27,6;105,7;193,9;47,6;55,2;48,4;45,2;17,8;69,7;90
3495;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2910;2012;35,5;24,8;18,5;144,7;32,5;28,8;39,3;35,8;22,1;120,3;18,8;17,9
3496;PORTOVIEJO;Colon;-804.596;-10.376;2910;2013;36,2;103,8;35,6;34,7;61,3;44,4;53,9;19,8;20,7;61,1;34;23,2
3497;PORTOVIEJO;Picoza;-804.596;-10.376;2910;2014;38,8;8,6;53,5;42,3;67,6;;34,5;47,7;36,5;57,3;15,8;22,3
