Id;NombreEstacion;Estacion;longitud2;latitud2;altitud;anio;precipitaciones Dia;precipitaciones Noche;temperatura Dia;temperatura Noche;H. del Suelo Dia;H. del Suelo Noche;Evapotranspiracion Dia;Evapotranspiracion Noche;Velocidad del Viento Dia;Velocidad del Viento Noche;radiacion Solar
1911;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2785;1964;9,7;20,9;34;19;34;47;15,5;24,9;27,9;40,1;5,8
1912;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2785;1965;37,5;16,7;23;17;19;41;5,3;3,4;22,4;45,1;5,8
1913;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2785;1966;18,7;36,4;33;21;28;38;17,6;13,2;44,2;87,2;5,7
1914;PORTOVIEJO;San Pablo;-804.604;-10.385;2785;1967;29,3;89,3;28;19;20;36;21,7;9,6;6,1;88,3;5,9
1915;PORTOVIEJO;Picoza;-804.601;-10.382;2785;1968;39,1;62,3;19;20;26;40;9,4;33,7;33,3;47,9;6
1916;PORTOVIEJO;San Pablo;-804.604;-10.385;2785;1969;24,6;33,9;30;20;12;34;0;13,2;16,2;87,7;6,1
1917;PORTOVIEJO;San Pablo;-804.604;-10.385;2785;1970;34,1;72,3;17;18;13;40;5,9;8,3;6,7;63,2;6,2
1918;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2785;1971;21,2;48,6;27;23;23;54;14,3;0;10,6;97,9;5,6
1919;PORTOVIEJO;San Pablo;-804.604;-10.385;2785;1972;79,7;68,9;21;23;24;37;0;30,9;8,9;16,7;5,7
1920;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2785;1973;19,1;51,1;24;20;12;27;23,1;14,9;67,9;32,4;5,8
1921;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2785;1974;15,4;97,2;23;21;30;50;37,3;1,6;68,9;92,4;6
1922;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2785;1975;25,7;115,2;23;22;25;45;83,2;53,8;27;88,5;5,8
1923;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2785;1976;26,7;39,5;21;18;21;39;13,5;6,4;30,1;55,2;6
1924;PORTOVIEJO;Portoviejo;-804.596;-10.383;2785;1977;44,6;31;32;22;31;46;5,4;42,8;196,2;58,8;5,5
1925;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2785;1978;10,2;27,7;25;19;18;38;34,1;2,6;46,4;5,6;5,6
1926;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2785;1979;29,8;23,9;23;20;23;54;9,3;40;64,3;23,3;5,8
1927;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2785;1980;27,5;108,8;34;22;30;52;0,4;3;20,8;109,1;5,9
1928;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2785;1981;32,1;35;34;19;14;53;18;36;6,1;59,7;6
1929;PORTOVIEJO;Picoza;-804.601;-10.382;2785;1982;61,3;57,7;30;16;30;45;22,2;5,6;7,1;67,9;6
1930;PORTOVIEJO;Picoza;-804.601;-10.382;2785;1983;15,9;35,3;21;20;23;31;4,5;11,9;13,5;33,4;6
1931;PORTOVIEJO;Picoza;-804.601;-10.382;2785;1984;35,4;93,6;29;19;34;44;18,3;7;69,4;64,1;6
1932;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2785;1985;33,5;9,2;25;24;33;28;11,6;15,3;25,8;10,4;5,8
1933;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2785;1986;42,7;21;22;17;31;44;;;;;5,9
1934;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2785;1987;;;27;22;17;45;;;;;5,7
1935;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2785;1988;;;22;19;17;27;21,1;21;37,8;56,4;6,1
1936;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2785;1989;;;33;19;28;37;;;;;5,6
1937;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2785;1990;0,3;12;25;23;25;46;8,6;6,1;14,7;113,1;6
1938;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2785;1991;10,2;19,3;27;19;19;32;;3,1;15,7;41,6;6
1939;PORTOVIEJO;San Pablo;-804.604;-10.385;2785;1992;14,2;23,2;17;19;24;47;0,8;5,3;45,9;53,2;6
1940;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2785;1993;29,1;65,8;20;19;19;37;13,7;9,6;59,4;27,8;5,9
1941;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2785;1994;53,3;110;33;20;19;45;14,2;12,5;22,9;30,6;6
1942;PORTOVIEJO;Portoviejo;-804.596;-10.383;2785;1995;2,4;48,2;19;21;35;55;27,3;10;15,8;109,4;5,6
1943;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2785;1996;49,6;110,4;27;19;25;45;5,4;5,4;38,6;62,4;6
1944;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2785;1997;88,9;;17;18;27;53;1,3;2,9;22,2;36,2;5,8
1945;PORTOVIEJO;Portoviejo;-804.596;-10.383;2785;1998;20,6;82,7;20;18;19;42;15,8;10,2;22,5;30;6,1
1946;PORTOVIEJO;18 de Octubre;-804.599;-10.377;427;1960;65,8;;29;21;15;48;;;;0;5,8
1947;PORTOVIEJO;Picoza;-804.601;-10.382;427;1961;80,6;73,1;30;23;27;53;0;0;0;0;6
1948;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;427;1962;;332,4;28;18;29;53;;;;;6,2
1949;PORTOVIEJO;Portoviejo;-804.596;-10.383;427;1963;36,4;30,4;34;19;31;30;0;0;0;0;5,8
1950;PORTOVIEJO;San Pablo;-804.604;-10.385;427;1964;10,5;50,5;30;17;18;29;0;0;0;0;5,9
1951;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;427;1965;29;51;22;19;21;35;0;0;0;9,3;6
1952;PORTOVIEJO;Colon;-804.598;-10.38;427;1966;46,3;67,5;34;21;30;29;0;0;0;14,3;5,7
1953;PORTOVIEJO;Andres de Vera;-804.596;-10.378;427;1967;36;211,5;32;24;29;44;0;11;0;8,9;6,1
1954;PORTOVIEJO;San Pablo;-804.604;-10.385;427;1968;11,3;36,6;31;22;35;49;0;0;0;0;6,1
1955;PORTOVIEJO;Andres de Vera;-804.596;-10.378;427;1969;98,6;14,7;35;19;31;35;0;21,5;13,6;0;5,9
1956;PORTOVIEJO;18 de Octubre;-804.599;-10.377;427;1970;86,8;71,4;24;22;22;35;0;0;0;24,4;6,1
1957;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;427;1971;14,1;86,1;33;21;29;55;0;1;3,2;4,7;6,1
1958;PORTOVIEJO;Portoviejo;-804.596;-10.383;427;1972;34,3;117,2;27;16;24;47;1,2;1,2;2,7;0;5,5
1959;PORTOVIEJO;Picoza;-804.601;-10.382;427;1973;88,6;215,6;31;21;14;36;0;1,4;0,6;0,6;6,2
1960;PORTOVIEJO;18 de Octubre;-804.599;-10.377;427;1974;16,6;40,8;25;17;29;47;0;4;0;11,4;5,6
1961;PORTOVIEJO;Portoviejo;-804.596;-10.383;427;1975;11,3;111;25;19;19;35;6;8,8;2;4,8;5,8
1962;PORTOVIEJO;Colon;-804.598;-10.38;427;1976;167,6;182,8;34;17;16;38;0;1,4;0;27,4;5,7
1963;PORTOVIEJO;Colon;-804.598;-10.38;427;1977;139,7;333,8;26;20;14;28;0,8;0;5,5;0;5,7
1964;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;427;1978;9;40,3;29;24;14;40;0;0;0,6;1;5,7
1965;PORTOVIEJO;Andres de Vera;-804.596;-10.378;427;1979;63,1;53,5;33;23;25;50;2;0;0,8;2,3;5,7
1966;PORTOVIEJO;Portoviejo;-804.596;-10.383;427;1980;14,7;18,4;24;20;25;42;0;0;0;5,6;5,9
1967;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;427;1981;2,5;61,2;27;24;35;34;0;0,5;0;3,1;5,8
1968;PORTOVIEJO;Colon;-804.598;-10.38;427;1982;6,7;28,8;24;19;16;30;0;0;2,3;17;6,1
1969;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;427;1983;517,4;253,1;23;21;29;54;8,8;0;3,8;17,1;5,6
1970;PORTOVIEJO;San Pablo;-804.604;-10.385;427;1984;23,6;293,5;27;19;13;35;0;0;;;5,7
1971;PORTOVIEJO;Andres de Vera;-804.596;-10.378;427;1985;;;25;22;22;40;;;;5,4;5,9
1972;PORTOVIEJO;Picoza;-804.601;-10.382;427;1986;57,7;84,4;30;19;24;54;;;;;6
1973;PORTOVIEJO;Colon;-804.598;-10.38;2515;1965;18,9;7,8;32;23;18;28;13,6;19,2;4,4;75,5;6,2
1974;PORTOVIEJO;Picoza;-804.601;-10.382;2515;1966;;44;29;21;21;28;13;15;38,4;16,4;6,1
1975;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2515;1967;18,9;23;26;22;27;28;;;;89,9;6
1976;PORTOVIEJO;San Pablo;-804.604;-10.385;2515;1968;29,4;80,7;35;16;15;52;58,6;32,3;;;5,7
1977;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2515;1969;32,2;47;33;18;31;31;1,3;0;0;31,5;5,8
1978;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2515;1970;55,2;29,7;28;19;13;41;8;27,5;13;39,8;6
1979;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2515;1971;67,7;78,9;24;17;12;44;29,2;;32,7;61,2;5,7
1980;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2515;1972;28,9;59,6;21;24;15;52;25,3;39,1;12,9;24;5,7
1981;PORTOVIEJO;Colon;-804.598;-10.38;2515;1973;20,6;64,8;28;16;28;47;;67,6;;29,5;6,2
1982;PORTOVIEJO;Colon;-804.598;-10.38;2515;1974;51,1;88,4;23;16;30;53;57,5;17,6;82,1;89;5,9
1983;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2515;1975;35,8;74,8;31;23;12;39;121,9;49,1;51,3;99,1;5,7
1984;PORTOVIEJO;Colon;-804.598;-10.38;2515;1976;111,5;29,5;27;18;32;32;46;30,5;31,2;53,3;5,6
1985;PORTOVIEJO;San Pablo;-804.604;-10.385;2515;1977;11,1;32,1;26;17;18;45;18,7;35,6;74,1;35,5;6
1986;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2515;1978;10,2;48;32;24;20;53;10,8;22,6;33,2;;5,8
1987;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2515;1979;24,4;11,6;26;22;28;41;;;;;5,6
1988;PORTOVIEJO;San Pablo;-804.604;-10.385;2515;1980;34,9;37,5;28;22;25;51;9,9;27,9;12;89,3;5,9
1989;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2515;1981;17,7;47,2;35;23;21;50;32,4;27,2;17,2;64;6
1990;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2515;1982;66;31,7;22;18;32;30;33,8;41,4;10,4;71,3;5,9
1991;PORTOVIEJO;Portoviejo;-804.596;-10.383;2515;1983;38,8;47,1;30;17;14;29;0;1;16,9;32,1;5,8
1992;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2515;1984;53,8;61,9;24;21;23;54;23,4;19,8;147,4;66,9;6,2
1993;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2515;1985;;;22;22;15;37;;;;45,3;5,5
1994;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2515;1986;11,1;26,8;19;24;16;54;;;;;5,8
1995;PORTOVIEJO;San Pablo;-804.604;-10.385;2515;1987;;;32;20;24;30;;;22,1;61,5;5,9
1996;PORTOVIEJO;Picoza;-804.601;-10.382;2515;1988;23,5;78,3;33;19;17;36;;32,4;;77;5,7
1997;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2515;1989;30,1;47,9;34;17;28;30;31,6;5;36,6;60;6
1998;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2515;1990;36,3;59;28;21;21;32;23,4;72,6;21,1;128,8;5,6
1999;PORTOVIEJO;Colon;-804.598;-10.38;2515;1991;7;14,5;32;23;16;34;30,2;9,6;16,6;24,5;6,2
2000;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2515;1992;18,4;60,7;33;21;14;47;21,8;;25,8;42,8;6,2
2001;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2515;1993;45,7;53;26;18;35;26;31,3;26,5;27,2;56,8;6,1
2002;PORTOVIEJO;Picoza;-804.601;-10.382;2515;1994;40,6;46,2;27;17;12;30;19,7;56,1;6,4;23,5;6,2
2003;PORTOVIEJO;Picoza;-804.601;-10.382;2515;1995;1,5;11,5;34;16;13;55;41,5;17,1;2,3;42,1;5,7
2004;PORTOVIEJO;San Pablo;-804.604;-10.385;2515;1996;81,5;107,3;25;19;31;46;9,9;8,1;25,5;52,1;6
2005;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2515;1997;70,9;;18;19;28;39;16,6;12,1;20,7;43,8;5,9
2006;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2515;1998;19,1;45;18;23;32;37;45,9;25,2;12,4;114,2;5,8
2007;PORTOVIEJO;Portoviejo;-804.596;-10.383;2516;1965;;;22;21;25;50;10;15,6;28,7;103,8;6,1
2008;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2516;1966;128,7;49,8;19;21;22;35;28;13,9;24,8;65,8;5,7
2009;PORTOVIEJO;San Pablo;-804.604;-10.385;2516;1967;36,9;73;30;16;28;29;27,4;6,8;37,6;88;5,9
2010;PORTOVIEJO;Picoza;-804.601;-10.382;2516;1968;70,7;36,8;17;16;13;38;37;29;;;5,6
2011;PORTOVIEJO;Portoviejo;-804.596;-10.383;2516;1969;46,4;60,4;28;18;23;50;9,3;21,7;82,4;98;5,8
2012;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2516;1970;74,6;98,1;25;16;31;28;26,4;33,2;34,1;118;6
2013;PORTOVIEJO;Colon;-804.598;-10.38;2516;1971;74,8;109,4;18;19;20;49;;;;;5,6
2014;PORTOVIEJO;Colon;-804.598;-10.38;2516;1972;116,7;67,9;30;18;18;38;32,6;16,4;26,2;137,1;5,8
2015;PORTOVIEJO;San Pablo;-804.604;-10.385;2516;1973;49;89,7;19;18;33;34;43,1;55,5;77,3;19,9;6,2
2016;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2516;1974;45,1;144,1;31;22;20;45;66;;115,4;137,6;5,8
2017;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2516;1975;14,7;213,6;26;19;23;34;98,8;79,4;26,6;114,5;5,9
2018;PORTOVIEJO;San Pablo;-804.604;-10.385;2516;1976;49,8;54,4;26;23;35;51;40,4;30,3;37,4;39,1;6,1
2019;PORTOVIEJO;San Pablo;-804.604;-10.385;2516;1977;96,9;46,5;28;23;17;37;31,5;32,4;74,8;128,9;6,2
2020;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2516;1978;27,7;0;21;24;20;38;30,6;15,8;90,3;38,3;5,8
2021;PORTOVIEJO;Portoviejo;-804.596;-10.383;2516;1979;24,9;47,8;22;22;33;40;19,4;48,6;36,9;35;6,2
2022;PORTOVIEJO;Colon;-804.598;-10.38;2516;1980;51,3;132,5;27;23;25;35;38;34;58;166;6,2
2023;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2516;1981;45;55,7;32;23;15;27;50,8;29;27,9;108,5;6,1
2024;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2516;1982;66,3;17,8;20;18;16;55;34,2;13,4;44,9;214,4;6
2025;PORTOVIEJO;Portoviejo;-804.596;-10.383;2516;1983;107,7;41,1;18;23;26;40;17,6;39,7;10,7;92,9;5,7
2026;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2516;1984;17,9;176,2;31;16;16;29;27,9;32,4;48,1;84;5,5
2027;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2516;1985;44;10,4;23;22;32;32;30,4;27;37,4;104,8;5,9
2028;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2516;1986;80,2;60,1;18;18;23;54;17,2;32,1;36,5;67,6;6,1
2029;PORTOVIEJO;Portoviejo;-804.596;-10.383;2516;1987;25,7;59,9;22;16;19;43;17,7;30,3;45,9;64,6;5,6
2030;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2516;1988;86,2;96,6;30;18;22;36;25,3;38,9;51,8;130,1;6,2
2031;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2516;1989;135,4;90,6;25;22;27;36;48;7,1;43,2;167,4;5,6
2032;PORTOVIEJO;Picoza;-804.601;-10.382;2516;1990;90,5;56,7;19;17;17;25;28,4;19,8;20,4;183,4;6
2033;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2516;1991;50,5;132,9;26;19;27;33;35,9;12;56,6;54,1;6,1
2034;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2516;1992;3,6;132,3;29;19;18;32;12,1;11,6;112,5;76,9;5,9
2035;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2516;1993;74,2;133,2;29;23;17;45;33,6;15,5;59,4;89,7;5,7
2036;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2516;1994;90,5;108,1;20;19;34;26;28,3;22;46;73,8;5,8
2037;PORTOVIEJO;San Pablo;-804.604;-10.385;2516;1995;8,6;62,5;18;20;20;41;18,1;5,2;26,3;89,1;5,5
2038;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2516;1996;59,7;139,8;23;21;27;35;23,9;12,3;21,6;114;5,6
2039;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2516;1997;56,2;;33;22;31;37;15,2;4,2;38,6;53,4;5,8
2040;PORTOVIEJO;Portoviejo;-804.596;-10.383;2516;1998;62,3;153,3;30;24;27;53;37,2;22,9;12,6;89;5,5
2041;PORTOVIEJO;Picoza;-804.601;-10.382;219;1962;;;24;21;16;42;266,4;198,2;386,9;222,8;5,8
2042;PORTOVIEJO;Portoviejo;-804.596;-10.383;219;1963;27,7;190,3;18;20;20;32;173,4;194,2;104,4;164,4;6
2043;PORTOVIEJO;San Pablo;-804.604;-10.385;219;1964;17;98,7;21;22;35;28;275,5;;272,2;350,9;6
2044;PORTOVIEJO;Portoviejo;-804.596;-10.383;219;1965;;;29;16;18;51;239,4;199,6;333;228,9;5,5
2045;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;219;1966;186;79,4;32;24;28;30;168,7;87;158,9;215,4;5,9
2046;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;219;1967;207,2;88,8;27;19;19;48;;;94,9;94,3;6,1
2047;PORTOVIEJO;Andres de Vera;-804.596;-10.378;219;1968;;;20;18;15;28;318,5;219,8;181,8;156,8;5,8
2048;PORTOVIEJO;12 de Marzo;-804.597;-10.379;219;1969;6,5;89,9;29;23;14;43;127,8;287,6;204,4;149,1;5,6
2049;PORTOVIEJO;Colon;-804.598;-10.38;219;1970;63,8;101,8;18;18;32;36;341,7;260,6;208,7;207,6;6,1
2050;PORTOVIEJO;Portoviejo;-804.596;-10.383;219;1971;154,5;371;35;19;30;38;405,6;107,3;256,6;180,8;5,8
2051;PORTOVIEJO;Colon;-804.598;-10.38;219;1972;194,9;139,9;23;23;28;35;317;256,1;287;143,9;5,8
2052;PORTOVIEJO;Colon;-804.598;-10.38;219;1973;252,1;112,4;23;16;24;54;342,4;360;143,1;149,1;5,8
2053;PORTOVIEJO;18 de Octubre;-804.599;-10.377;219;1974;35,2;123,8;19;19;33;37;139,9;0;0;304,5;5,9
2054;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;219;1975;262,7;183,7;22;19;14;31;213,8;218,1;224,5;221,1;5,5
2055;PORTOVIEJO;18 de Octubre;-804.599;-10.377;219;1976;244;208,9;34;18;23;52;250,2;446,9;229,9;227,4;6
2056;PORTOVIEJO;18 de Octubre;-804.599;-10.377;219;1977;30,2;212,1;26;16;13;36;252,6;267,9;269,8;427,3;6
2057;PORTOVIEJO;Picoza;-804.601;-10.382;219;1978;191,3;21,8;22;16;21;37;310,7;183,2;165,9;187,3;5,7
2058;PORTOVIEJO;Portoviejo;-804.596;-10.383;219;1979;41,3;89,2;18;24;18;41;;;;;6
2059;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;219;1980;138,3;9,8;25;24;15;25;182,7;119,7;139,2;37,5;5,7
2060;PORTOVIEJO;18 de Octubre;-804.599;-10.377;219;1981;115,6;151,5;32;22;17;54;195;121,8;144,6;143,4;5,9
2061;PORTOVIEJO;Portoviejo;-804.596;-10.383;219;1982;98,7;139,6;23;19;14;44;274,5;372,1;159,5;306,2;6
2062;PORTOVIEJO;Portoviejo;-804.596;-10.383;219;1983;179;194,4;21;21;32;41;192,1;177,2;157,7;198,5;5,9
2063;PORTOVIEJO;Colon;-804.598;-10.38;219;1984;117,6;257,9;29;20;14;53;347,4;439,1;206,9;139,5;5,6
2064;PORTOVIEJO;Andres de Vera;-804.596;-10.378;219;1985;;122,8;31;23;30;26;366;131,8;227,9;178,9;5,9
2065;PORTOVIEJO;San Pablo;-804.604;-10.385;219;1986;77,9;228;31;24;31;39;297,9;248,8;404,4;305,2;5,7
2066;PORTOVIEJO;San Pablo;-804.604;-10.385;219;1987;216,6;416,8;18;21;25;50;444,1;264,7;;252,5;5,9
2067;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;219;1988;119,8;211,5;34;20;17;39;;113,7;254;281;5,7
2068;PORTOVIEJO;Picoza;-804.601;-10.382;6;1964;3,7;2,2;24;16;26;27;0,6;0,2;0,1;1;5,9
2069;PORTOVIEJO;12 de Marzo;-804.597;-10.379;6;1986;24;0;28;20;21;35;0,1;0;0;0;5,7
2070;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;6;1987;2;336,7;31;20;23;52;0;1,5;0;1,9;5,6
2071;PORTOVIEJO;18 de Octubre;-804.599;-10.377;6;1988;10,9;2,5;33;24;23;40;0,2;0,2;0,3;0,7;5,9
2072;PORTOVIEJO;Portoviejo;-804.596;-10.383;6;1989;12,5;426,2;24;17;16;32;0,6;0,1;0;0;6,1
2073;PORTOVIEJO;12 de Marzo;-804.597;-10.379;6;1990;0;1,3;19;24;20;31;0,2;0,7;0;0,3;5,9
2074;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;6;1991;12;12,4;27;21;28;46;0,3;0;0;0,9;5,6
2075;PORTOVIEJO;Picoza;-804.601;-10.382;6;1992;3,8;;26;17;30;33;0;0;;0;5,6
2076;PORTOVIEJO;18 de Octubre;-804.599;-10.377;6;1993;0;;17;17;35;27;0;0;0;0;5,6
2077;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;665;1964;;;28;19;35;34;;;;350,5;5,7
2078;PORTOVIEJO;12 de Marzo;-804.597;-10.379;665;1965;267,8;139,2;28;24;23;31;473,3;334,5;383,7;333,9;6
2079;PORTOVIEJO;Andres de Vera;-804.596;-10.378;665;1966;137,4;264,4;17;20;29;39;152,6;133,2;254,9;282,5;5,7
2080;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;665;1967;438,4;879;22;17;21;32;896;343,2;96,4;416,7;6,2
2081;PORTOVIEJO;12 de Marzo;-804.597;-10.379;665;1968;443,6;439,2;20;20;30;31;1347,8;805,2;569,4;1346,2;5,7
2082;PORTOVIEJO;Portoviejo;-804.596;-10.383;665;1969;905,2;443,4;28;21;22;45;1036,2;762,3;474,1;779,5;5,8
2083;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;665;1970;705,8;449,8;27;22;17;51;520,6;412,5;558,4;663,2;6,2
2084;PORTOVIEJO;Portoviejo;-804.596;-10.383;665;1971;184;357,2;17;23;28;40;344,1;233,6;169,3;356,5;5,5
2085;PORTOVIEJO;Colon;-804.598;-10.38;665;1972;301,3;231,8;35;24;14;44;481,5;340,7;287,7;291,5;6,1
2086;PORTOVIEJO;18 de Octubre;-804.599;-10.377;665;1973;199,7;240;17;18;15;40;269;279,2;514,4;232,1;5,7
2087;PORTOVIEJO;18 de Octubre;-804.599;-10.377;665;1974;138,4;197;20;18;20;55;;;384,4;378;5,8
2088;PORTOVIEJO;Portoviejo;-804.596;-10.383;665;1975;;;35;16;35;30;505,4;357,9;51,6;211;5,7
2089;PORTOVIEJO;Andres de Vera;-804.596;-10.378;665;1976;182,4;150,8;21;21;14;53;349,4;116,5;178,4;173,9;5,6
2090;PORTOVIEJO;San Pablo;-804.604;-10.385;665;1977;38,6;149,5;22;17;19;53;407,9;518,1;591,5;387,4;5,5
2091;PORTOVIEJO;San Pablo;-804.604;-10.385;665;1978;143,4;185,5;30;23;29;50;206,5;228,3;359,6;198,4;5,7
2092;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;665;1979;90,4;119;19;22;25;43;460,5;244,7;234;309,1;5,8
2093;PORTOVIEJO;San Pablo;-804.604;-10.385;665;1980;292,4;86,9;35;21;29;45;204,3;285,1;342,7;449,9;5,7
2094;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;665;1981;200,2;330,9;32;18;15;39;395,6;277,9;281,6;314,8;5,7
2095;PORTOVIEJO;Picoza;-804.601;-10.382;665;1984;;;19;24;13;27;;;;277,6;5,9
2096;PORTOVIEJO;Andres de Vera;-804.596;-10.378;665;1985;149;75;23;23;25;29;203,3;329,1;219,9;;6,1
2097;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;665;1989;;;33;21;25;39;;;;;5,8
2098;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;665;1991;133,3;201,7;26;18;28;41;;116,3;329;223,4;5,8
2099;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;665;1992;157,4;113,3;18;23;32;29;182;392,9;409,1;192,8;6
2100;PORTOVIEJO;San Pablo;-804.604;-10.385;665;1993;269,9;215;30;24;18;32;605;396,7;287,6;349,8;6,1
2101;PORTOVIEJO;San Pablo;-804.604;-10.385;665;1994;268,1;0;35;21;33;48;287,5;269,9;363,3;390,4;5,5
2102;PORTOVIEJO;12 de Marzo;-804.597;-10.379;665;1995;69;146;31;24;33;36;380,4;187,3;240;216;5,6
2103;PORTOVIEJO;18 de Octubre;-804.599;-10.377;665;1996;207,3;206,3;25;24;24;42;265,5;237;300;318,5;5,9
2104;PORTOVIEJO;Colon;-804.598;-10.38;665;1997;209,7;392,1;31;24;25;33;172,3;267,2;255,2;173,7;5,7
2105;PORTOVIEJO;Colon;-804.598;-10.38;665;1998;142,8;220,6;29;24;22;37;403,5;210;225;217,1;5,5
2106;PORTOVIEJO;18 de Octubre;-804.599;-10.377;665;1999;631,9;380,2;31;19;28;34;340,4;385,3;268;262,3;5,7
2107;PORTOVIEJO;San Pablo;-804.604;-10.385;665;2000;191,5;343,8;17;19;16;34;352,9;166,5;313,2;175;5,9
2108;PORTOVIEJO;18 de Octubre;-804.599;-10.377;665;2009;;;29;21;20;40;;;;;6
2109;PORTOVIEJO;Colon;-804.598;-10.38;16;1963;;;21;17;18;49;;0;2,2;0;5,6
2110;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;16;1964;9;12;33;20;32;52;0,3;0,2;0;0;5,7
2111;PORTOVIEJO;Portoviejo;-804.596;-10.383;16;1965;0,3;9,9;33;18;12;39;1;0,3;2,4;2,8;6,1
2112;PORTOVIEJO;Colon;-804.598;-10.38;16;1966;33,6;63,3;29;19;17;41;0;0;;0;6,1
2113;PORTOVIEJO;San Pablo;-804.604;-10.385;16;1967;0;0;17;20;14;47;0;0;0;0;5,6
2114;PORTOVIEJO;12 de Marzo;-804.597;-10.379;16;1968;0;14,5;25;21;17;28;0;0;0;0;6,2
2115;PORTOVIEJO;Picoza;-804.601;-10.382;16;1969;0,5;2,8;20;18;13;36;0;0;1,4;0;5,6
