Id;Estacion;longitud2;latitud2;altitud;anio;precipitaciones Dia;precipitaciones Noche;temperatura Dia;temperatura Noche;H. del Suelo Dia;H. del Suelo Noche;Evapotranspiracion Dia;Evapotranspiracion Noche;Velocidad del Viento Dia;Velocidad del Viento Noche;radiacion Solar
5533;6;-804.596;-10.383;1100;1972;230.3;161.3;25.0;24;13;32;20.4;35.6;6.6;8.3;6.1
5534;0;-804.597;-10.379;1100;1973;269.8;172.3;22.0;16;28;49;1.5;8.8;57.3;4.5;6.2
5537;2;-804.595;-10.378;1100;1976;367.1;411.6;30.0;24;29;53;10.0;9.6;5.4;1.9;6.0
5538;0;-804.597;-10.379;1100;1977;250.4;313.6;31.0;20;24;32;0.8;1.9;45.8;12.3;6.1
5539;3;-804.598;-10.38;1100;1978;114.0;152.5;26.0;22;18;49;1.8;1.6;13.8;1.1;5.8
5540;2;-804.595;-10.378;1100;1979;225.8;271.1;28.0;21;22;47;0.4;18.0;68.9;11.2;5.8
5541;0;-804.597;-10.379;1100;1980;203.6;228.9;21.0;20;24;51;0.4;18.0;68.9;11.2;5.8
5542;8;-804.603;-10.384;1100;1981;124.4;397.5;33.0;18;27;43;4.1;3.9;0.0;4.6;5.6
5544;8;-804.603;-10.384;1100;1983;286.6;143.5;30.0;23;14;35;24.4;11.6;25.7;62.7;6.1
5545;7;-804.604;-10.385;1100;1984;48.5;504.1;34.0;23;24;48;27.5;9.0;10.7;106.2;5.7
5546;3;-804.598;-10.38;1100;1985;205.4;88.8;25.0;23;33;48;0.1;6.2;36.9;14.8;6.2
5547;6;-804.596;-10.383;1100;1986;213.1;228.1;27.0;21;32;50;0.6;14.2;14.5;10.5;5.5
5548;4;-804.6;-10.376;1100;1987;264.2;85.4;19.0;17;13;49;16.4;12.8;6.6;17.3;6.1
5549;1;-804.599;-10.377;1100;1988;363.4;498.0;32.0;16;34;39;8.5;2.1;35.7;14.4;6.1
5550;4;-804.6;-10.376;1100;1989;446.8;404.3;25.0;16;29;40;0.6;0.9;5.6;45.6;5.6
5553;6;-804.596;-10.383;1100;1992;237.0;315.7;24.0;23;16;30;1.5;3.5;37.9;2.8;6.1
5554;3;-804.598;-10.38;1100;1993;253.2;545.2;31.0;22;29;32;11.7;0.5;4.0;28.7;5.9
5556;4;-804.6;-10.376;1100;1995;129.8;288.4;34.0;19;31;34;10.0;1.1;2.7;19.4;6.2
5559;7;-804.604;-10.385;1100;1998;126.8;343.5;35.0;20;27;44;2.0;5.7;12.3;23.2;5.6
5560;5;-804.601;-10.382;1100;1999;295.6;336.4;23.0;22;27;48;11.4;0.3;45.5;18.4;6.1
5561;2;-804.595;-10.378;1100;2000;144.5;380.6;24.0;18;33;46;0.2;0.3;21.8;0.4;5.8
5562;6;-804.596;-10.383;1100;2001;298.4;237.2;20.0;16;23;42;4.1;0.1;1.4;1.5;5.9
5564;5;-804.601;-10.382;1100;2003;97.3;309.7;29.0;20;26;35;4.7;8.2;0.6;17.4;6.0
5565;6;-804.596;-10.383;1100;2004;170.3;264.6;22.0;24;18;30;2.2;1.5;47.5;25.1;5.9
5567;1;-804.599;-10.377;1100;2006;204.1;432.4;31.0;21;28;26;6.7;1.3;8.2;14.6;5.7
5568;3;-804.598;-10.38;1100;2007;208.1;58.1;21.0;23;32;33;18.9;3.4;0.0;10.5;5.7
5569;7;-804.604;-10.385;1100;2008;349.7;338.6;22.0;19;17;31;8.4;15.4;6.9;55.7;6.2
5570;8;-804.603;-10.384;1100;2009;359.9;336.4;32.0;18;12;52;3.6;1.7;6.9;2.8;6.1
5571;2;-804.595;-10.378;1100;2010;220.5;320.1;30.0;19;31;34;27.5;15.0;5.3;18.7;6.0
5572;3;-804.598;-10.38;1100;2011;330.3;269.9;27.0;23;30;40;57.2;1.4;5.4;31.5;5.5
5573;3;-804.598;-10.38;1100;2013;209.2;269.9;34.0;21;13;38;57.2;1.4;0.0;27.5;5.8
5574;3;-804.598;-10.38;1100;2014;224.4;298.1;24.0;20;26;37;1.5;1.1;10.0;45.5;6.2
5577;7;-804.604;-10.385;1100;2017;264.9;198.1;19.0;20;25;54;0.2;11.7;1.5;61.1;5.5
5578;7;-804.604;-10.385;520;1963;264.9;198.1;33.0;20;27;42;0.2;11.7;1.5;61.1;5.6
5579;0;-804.597;-10.379;520;1964;219.1;239.5;29.0;23;34;32;0.6;3.0;7.0;17.7;5.9
5580;3;-804.598;-10.38;520;1965;111.4;168.0;26.0;19;15;39;8.5;16.5;26.0;19.5;6.2
5586;7;-804.604;-10.385;520;1971;187.9;369.5;33.0;16;29;41;3.5;3.5;16.7;26.1;6.1
5587;8;-804.603;-10.384;520;1972;121.9;198.1;26.0;20;18;50;47.2;31.1;8.2;22.7;6.0
5588;8;-804.603;-10.384;520;1973;366.4;523.9;33.0;22;18;44;18.0;19.6;52.1;0.0;5.6
5594;0;-804.597;-10.379;520;1982;63.6;152.9;32.0;22;23;38;1.0;0.1;14.9;91.0;5.7
5595;3;-804.598;-10.38;520;1983;540.4;274.5;32.0;24;30;50;16.3;26.9;51.1;34.1;5.8
5596;8;-804.603;-10.384;520;1984;31.8;274.5;34.0;24;25;46;16.3;26.9;51.1;34.1;5.7
5597;6;-804.596;-10.383;520;1985;31.8;274.5;17.0;19;13;38;16.3;26.9;51.1;34.1;5.6
5598;8;-804.603;-10.384;520;1986;289.0;186.1;27.0;23;25;39;16.3;26.9;51.1;34.1;5.8
5599;1;-804.599;-10.377;35;1963;289.0;186.1;33.0;23;21;50;16.3;26.9;51.1;34.1;5.5
5600;1;-804.599;-10.377;35;1964;25.4;69.6;25.0;20;27;39;3.6;10.6;3.7;8.6;6.0
5601;7;-804.604;-10.385;35;1965;29.2;90.5;23.0;18;33;27;1.0;2.6;3.6;6.2;6.1
5602;5;-804.601;-10.382;35;1966;72.9;107.3;22.0;17;25;54;0.5;0.5;0.5;6.7;5.7
5604;1;-804.599;-10.377;35;1968;32.6;0.0;31.0;19;25;53;1.5;1.8;0.2;0.6;6.0
5607;6;-804.596;-10.383;35;1971;84.2;85.5;35.0;23;12;55;21.2;12.0;13.7;16.0;6.1
5608;4;-804.6;-10.376;35;1972;23.8;103.6;23.0;19;20;42;8.8;4.8;13.7;0.8;5.8
5609;1;-804.599;-10.377;35;1973;23.8;103.6;26.0;21;28;49;8.8;4.8;1.7;11.4;5.7
5610;8;-804.603;-10.384;35;1974;2.6;15.5;24.0;17;32;26;8.8;4.8;17.0;8.6;6.2
5611;0;-804.597;-10.379;35;1975;68.9;100.6;21.0;18;23;38;5.5;10.5;7.6;10.2;5.7
5619;3;-804.598;-10.38;30;1961;116.1;125.5;25.0;18;30;25;10.2;2.4;15.0;9.4;6.1
5620;2;-804.595;-10.378;30;1962;60.6;67.3;19.0;21;19;35;1.6;7.2;2.1;9.1;5.7
5621;7;-804.604;-10.385;30;1963;22.6;50.3;25.0;19;35;36;6.2;7.5;4.9;14.8;5.9
5622;8;-804.603;-10.384;30;1964;56.5;71.4;22.0;20;13;31;9.5;12.8;56.6;19.1;5.9
5623;0;-804.597;-10.379;30;1965;24.0;69.6;17.0;20;27;32;8.5;12.8;56.6;19.1;6.2
5624;7;-804.604;-10.385;30;1973;24.0;69.6;29.0;19;12;36;8.5;12.8;112.0;88.0;5.8
5625;3;-804.598;-10.38;30;1974;51.3;118.3;32.0;23;21;36;9.5;9.0;24.6;19.8;5.6
5626;5;-804.601;-10.382;30;1975;80.0;377.5;25.0;16;32;44;9.5;17.0;10.0;243.4;5.7
5627;5;-804.601;-10.382;30;1976;160.6;295.9;32.0;17;35;43;1.5;19.4;7.6;7.3;5.8
5628;3;-804.598;-10.38;30;1977;84.6;124.3;28.0;20;29;33;13.0;24.8;7.6;16.6;6.1
5629;6;-804.596;-10.383;30;1978;13.9;79.6;20.0;23;24;54;5.6;5.6;18.5;16.6;5.6
5630;0;-804.597;-10.379;30;1979;44.8;33.9;32.0;21;16;29;9.2;8.9;6.1;6.6;5.6
5631;7;-804.604;-10.385;30;1980;27.6;2.6;31.0;19;31;38;6.8;6.7;9.9;18.0;6.2
5632;4;-804.6;-10.376;30;1981;2.1;86.8;25.0;19;19;38;17.1;13.2;14.3;11.2;5.9
5633;4;-804.6;-10.376;30;1982;49.1;86.8;28.0;22;29;25;3.6;7.1;14.3;11.2;5.9
5635;2;-804.595;-10.378;30;1984;6.0;222.0;17.0;19;26;55;5.0;11.0;21.4;0.0;5.9
5636;2;-804.595;-10.378;30;1992;6.0;222.0;22.0;22;29;50;5.0;11.0;106.8;0.0;5.9
5637;8;-804.603;-10.384;30;1993;6.0;222.0;20.0;18;20;36;5.0;11.0;106.8;0.0;5.6
5638;0;-804.597;-10.379;30;1994;0.0;12.2;20.0;23;33;28;6.5;5.3;33.4;0.0;6.2
5639;7;-804.604;-10.385;8;1973;0.0;12.2;31.0;16;12;44;6.5;5.3;124.1;61.1;6.0
5640;0;-804.597;-10.379;8;1974;75.7;513.4;19.0;24;17;47;53.4;45.6;51.3;47.6;6.2
5641;7;-804.604;-10.385;8;1975;70.8;513.4;31.0;20;19;32;53.4;45.6;51.3;57.1;6.1
5642;1;-804.599;-10.377;8;1976;216.8;347.1;17.0;19;35;30;26.6;65.5;33.8;41.5;5.7
5643;1;-804.599;-10.377;8;1977;102.8;523.2;32.0;23;30;52;26.6;65.5;33.8;0.0;5.7
5644;5;-804.601;-10.382;8;1978;102.8;523.2;21.0;24;13;33;48.3;65.5;39.8;47.1;5.9
5645;4;-804.6;-10.376;8;1979;105.0;19.5;33.0;16;22;36;48.3;65.5;39.8;47.1;6.1
5646;3;-804.598;-10.38;8;1980;105.0;19.5;32.0;22;32;53;48.3;65.5;39.8;47.1;5.6
5647;5;-804.601;-10.382;8;1981;105.0;19.5;26.0;18;18;27;48.3;65.5;39.8;47.1;5.6
5648;1;-804.599;-10.377;8;1982;247.1;182.0;19.0;23;12;43;328.4;65.5;282.4;599.0;6.2
5649;7;-804.604;-10.385;8;1983;537.6;288.7;28.0;19;26;52;478.4;70.3;66.6;112.4;5.8
5650;3;-804.598;-10.38;8;1984;10.8;419.5;19.0;17;12;37;32.9;29.7;54.0;52.6;5.6
5651;0;-804.597;-10.379;8;1985;36.9;34.1;19.0;17;15;40;25.5;27.6;23.8;45.8;5.6
5652;3;-804.598;-10.38;8;1986;208.0;174.0;35.0;23;21;25;25.5;20.2;17.4;54.0;5.6
5653;5;-804.601;-10.382;8;1987;307.0;597.3;29.0;18;27;32;32.0;48.3;43.3;46.3;5.5
5654;2;-804.595;-10.378;8;1988;321.7;231.4;25.0;17;20;32;41.5;29.1;31.5;76.2;5.8
5655;5;-804.601;-10.382;8;1989;351.1;463.9;31.0;19;28;44;42.8;32.5;39.8;47.3;5.7
5656;5;-804.601;-10.382;8;1990;33.6;96.0;18.0;22;18;40;42.9;30.9;26.7;56.7;5.6
5657;4;-804.6;-10.376;8;1991;63.0;626.7;28.0;22;28;31;36.0;39.2;39.5;73.4;5.7
5658;5;-804.601;-10.382;8;1992;111.3;385.3;19.0;16;12;30;32.4;66.4;59.9;50.4;5.7
5659;7;-804.604;-10.385;8;1993;182.0;221.6;17.0;22;21;25;48.5;24.6;19.0;31.3;5.8
5660;8;-804.603;-10.384;8;1994;465.4;141.9;17.0;16;30;43;20.2;27.6;19.5;53.7;5.8
5661;1;-804.599;-10.377;8;1995;188.5;138.4;20.0;19;33;49;54.0;21.5;32.7;79.5;6.1
5662;7;-804.604;-10.385;8;1996;160.0;424.1;35.0;21;31;37;24.8;35.7;26.6;38.5;6.2
5663;8;-804.603;-10.384;8;1997;111.5;230.3;25.0;21;12;34;78.9;90.2;187.7;219.4;6.0
5664;6;-804.596;-10.383;8;1998;985.8;653.3;24.0;21;13;34;156.1;47.5;58.7;49.3;5.6
5665;3;-804.598;-10.38;8;1999;27.0;293.5;33.0;19;30;37;156.1;47.5;58.7;49.3;6.1
5666;1;-804.599;-10.377;13;1973;27.0;293.5;18.0;21;23;40;156.1;47.5;81.7;135.0;6.0
5667;6;-804.596;-10.383;13;1974;91.4;143.6;24.0;17;13;47;9.7;9.1;27.7;16.5;6.0
5668;1;-804.599;-10.377;13;1975;56.8;225.3;22.0;18;21;53;19.4;16.2;14.1;27.3;5.8
5669;1;-804.599;-10.377;13;1976;56.8;222.2;26.0;23;22;33;3.9;16.1;4.4;4.3;5.9
5670;6;-804.596;-10.383;13;1977;83.7;210.2;32.0;20;34;51;8.1;12.7;3.5;4.3;5.8
5671;8;-804.603;-10.384;13;1978;70.0;111.8;24.0;22;32;40;8.1;34.3;3.5;42.4;5.5
5672;8;-804.603;-10.384;13;1979;95.0;43.8;27.0;16;21;48;36.9;44.5;3.5;76.9;5.8
5673;8;-804.603;-10.384;13;1980;86.4;91.3;26.0;19;34;52;31.1;42.7;39.2;79.3;6.1
5674;8;-804.603;-10.384;13;1981;16.2;199.0;25.0;23;19;46;80.8;46.2;40.1;75.0;5.7
5675;4;-804.6;-10.376;13;1982;95.4;38.4;27.0;21;16;35;80.8;25.2;34.5;80.3;6.2
5676;3;-804.598;-10.38;13;1983;835.6;274.3;30.0;20;22;50;263.2;93.9;58.3;99.2;6.1
5677;1;-804.599;-10.377;13;1984;29.1;423.6;20.0;16;25;29;42.0;46.6;66.3;67.4;5.9
5678;7;-804.604;-10.385;13;1985;46.6;33.5;18.0;16;33;33;29.8;36.5;28.6;51.0;5.6
5679;6;-804.596;-10.383;13;1986;238.2;229.0;24.0;20;30;37;39.9;25.0;23.5;71.8;5.6
5680;0;-804.597;-10.379;13;1987;304.4;598.8;33.0;24;16;30;42.7;58.2;69.5;63.4;5.7
5681;0;-804.597;-10.379;13;1988;313.0;233.5;31.0;19;28;25;55.9;27.4;43.3;91.5;5.5
5682;8;-804.603;-10.384;13;1989;377.6;280.9;20.0;16;24;35;44.1;44.0;56.9;59.2;6.0
5683;4;-804.6;-10.376;13;1990;28.3;114.1;35.0;18;17;49;33.7;39.5;35.5;75.5;6.0
5684;4;-804.6;-10.376;13;1991;35.3;610.2;30.0;17;24;34;36.6;49.5;52.2;73.3;5.7
5685;7;-804.604;-10.385;13;1992;116.2;392.5;22.0;20;19;46;41.2;68.8;70.0;59.6;5.7
5686;3;-804.598;-10.38;13;1993;177.9;221.6;21.0;20;21;26;55.5;32.6;33.7;46.7;5.9
5687;0;-804.597;-10.379;13;1994;402.5;161.5;25.0;23;34;37;24.3;30.5;24.3;60.6;5.5
5688;7;-804.604;-10.385;13;1995;192.6;170.2;20.0;19;33;43;68.7;24.7;42.4;76.5;5.6
5689;4;-804.6;-10.376;13;1996;189.4;439.1;29.0;20;23;49;34.8;35.1;29.0;49.4;6.0
5690;6;-804.596;-10.383;13;1997;100.9;217.0;22.0;17;32;55;95.1;100.0;150.8;182.1;5.8
5691;4;-804.6;-10.376;13;1998;906.5;739.3;28.0;16;13;39;143.4;69.6;67.5;64.5;5.8
5692;8;-804.603;-10.384;13;1999;33.5;311.7;34.0;17;14;49;64.0;32.5;50.4;86.8;5.7
5693;0;-804.597;-10.379;13;2000;148.0;168.0;18.0;17;18;55;57.0;40.8;50.4;86.8;5.6
5694;4;-804.6;-10.376;13;2003;148.0;168.0;25.0;22;16;29;57.0;40.8;50.4;86.8;6.2
5695;3;-804.598;-10.38;13;2004;75.2;75.7;32.0;17;27;37;57.0;40.8;50.4;86.8;6.1
5696;0;-804.597;-10.379;13;2005;39.9;78.5;35.0;19;25;43;57.0;40.8;50.4;88.3;6.0
5697;4;-804.6;-10.376;13;2007;225.6;78.5;35.0;17;23;31;57.0;46.0;29.5;53.7;6.2
5698;2;-804.595;-10.378;13;2008;315.0;722.7;22.0;22;13;31;57.0;47.0;65.4;81.3;5.9
5699;6;-804.596;-10.383;13;2009;208.1;305.5;29.0;24;23;53;4.9;50.4;55.2;70.9;5.6
5700;6;-804.596;-10.383;13;2010;262.4;412.1;27.0;18;34;38;40.0;40.1;58.5;70.1;5.8
5701;8;-804.603;-10.384;13;2011;122.0;247.3;19.0;16;34;33;70.2;58.0;36.3;34.5;6.0
5702;0;-804.597;-10.379;13;2012;122.0;247.3;22.0;24;13;41;42.2;47.4;19.1;48.1;5.7
5703;7;-804.604;-10.385;13;2013;190.7;104.8;30.0;18;24;36;43.5;67.0;26.4;70.9;6.2
5704;6;-804.596;-10.383;13;2014;228.4;105.8;20.0;24;13;33;77.7;67.0;51.9;96.1;6.1
5705;6;-804.596;-10.383;13;2015;111.1;277.1;35.0;20;22;34;61.0;38.9;37.6;59.2;6.0
5706;6;-804.596;-10.383;13;2016;139.9;293.0;25.0;16;35;30;61.0;38.9;37.6;59.2;5.6
5707;5;-804.601;-10.382;13;2017;139.9;293.0;26.0;24;24;33;59.9;45.6;65.2;55.4;5.5
5708;3;-804.598;-10.38;290;1966;139.9;293.0;27.0;19;23;33;241.2;45.6;65.2;102.7;6.1
5709;4;-804.6;-10.376;290;1967;169.5;293.0;17.0;18;24;47;241.2;45.6;190.1;259.6;6.0
5710;1;-804.599;-10.377;290;1968;169.5;293.0;18.0;19;33;31;241.2;45.6;12.4;17.4;5.7
5711;1;-804.599;-10.377;290;1969;225.8;293.0;30.0;23;28;55;121.9;194.9;12.4;469.6;5.8
5712;3;-804.598;-10.38;290;1977;225.8;2424.3;31.0;23;13;45;288.5;81.8;100.1;469.6;6.0
5713;7;-804.604;-10.385;290;1978;225.8;2424.3;19.0;20;24;34;118.0;209.2;110.3;110.8;5.5
5714;8;-804.603;-10.384;290;1979;225.8;2424.3;31.0;19;17;37;118.0;234.4;195.4;208.6;5.6
5715;2;-804.595;-10.378;290;1980;241.6;141.3;33.0;24;20;36;226.8;134.1;143.8;390.8;6.1
5716;5;-804.601;-10.382;290;1981;94.6;524.2;18.0;21;18;53;297.7;141.2;567.7;234.6;5.8
5717;1;-804.599;-10.377;290;1982;268.0;290.0;27.0;19;19;26;250.1;218.9;199.0;334.9;6.0
5718;8;-804.603;-10.384;290;1983;147.8;331.9;29.0;16;15;46;257.0;159.4;329.4;344.3;6.1
5719;5;-804.601;-10.382;290;1984;585.2;331.9;19.0;20;17;26;257.0;265.3;162.5;275.8;5.7
5720;8;-804.603;-10.384;290;1985;87.2;162.3;29.0;21;24;52;257.0;209.5;464.2;348.7;5.9
5721;0;-804.597;-10.379;0;1981;7.0;35.0;31.0;17;23;39;5.0;46.0;19.0;35.0;6.1
5722;7;-804.604;-10.385;0;1982;7.0;45.0;33.0;18;32;51;24.0;3.0;92.0;161.0;5.9
5723;8;-804.603;-10.384;0;1983;69.7;77.4;26.0;20;22;29;4.2;18.4;12.0;94.0;5.7
5724;8;-804.603;-10.384;3150;1963;69.7;77.4;17.0;23;25;36;4.2;61.9;45.5;38.9;5.8
5725;5;-804.601;-10.382;3150;1964;26.8;123.5;17.0;17;20;55;93.8;171.2;188.2;78.2;5.5
5726;6;-804.596;-10.383;3150;1965;83.4;26.6;18.0;21;32;44;157.5;174.1;65.8;78.2;5.7
5727;3;-804.598;-10.38;3150;1966;85.0;77.2;19.0;18;32;35;161.7;98.7;151.6;55.2;5.9
5728;4;-804.6;-10.376;3150;1967;91.3;57.0;30.0;17;27;31;226.1;135.5;60.4;91.5;6.1
5729;4;-804.6;-10.376;3150;1968;91.9;58.8;18.0;19;25;31;199.3;70.9;81.3;97.5;5.7
5730;2;-804.595;-10.378;3150;1969;461.1;65.4;33.0;19;14;39;68.4;208.6;89.6;93.3;5.7
5731;7;-804.604;-10.385;3150;1970;76.2;132.3;29.0;20;22;53;143.2;154.4;160.7;83.5;5.8
5732;3;-804.598;-10.38;3150;1971;60.7;107.5;20.0;18;28;55;181.5;121.2;105.0;169.3;5.8
5733;1;-804.599;-10.377;3150;1972;94.2;81.5;27.0;21;35;33;183.3;84.6;89.8;97.7;6.2
5734;1;-804.599;-10.377;3150;1973;122.5;64.8;27.0;23;33;53;153.9;200.1;147.0;33.2;6.2
5735;5;-804.601;-10.382;3150;1974;57.7;158.4;29.0;16;24;38;312.1;62.1;171.4;101.3;5.5
5736;2;-804.595;-10.378;3150;1975;118.2;83.0;17.0;22;27;33;190.0;62.1;108.8;222.0;5.9
5737;4;-804.6;-10.376;3150;1976;153.7;53.4;35.0;20;20;41;821.5;469.2;180.9;154.7;5.7
5738;6;-804.596;-10.383;3150;1977;6.6;301.9;26.0;18;27;31;130.7;152.6;83.8;60.3;5.8
5739;6;-804.596;-10.383;3150;1978;52.3;72.7;32.0;17;23;29;124.9;98.8;88.7;37.2;5.5
5740;1;-804.599;-10.377;3150;1979;19.0;34.8;21.0;18;25;46;71.9;177.3;256.3;104.1;6.2
5741;4;-804.6;-10.376;3150;1980;125.3;49.7;34.0;23;23;53;182.2;171.9;256.3;195.9;5.7
5742;5;-804.601;-10.382;3150;1981;111.2;117.4;24.0;23;32;26;404.5;67.5;32.0;81.5;5.6
5743;6;-804.596;-10.383;3150;1982;166.6;40.6;29.0;21;26;47;312.7;139.2;113.5;57.6;6.1
5744;8;-804.603;-10.384;3150;1983;51.8;129.6;19.0;20;35;26;103.4;118.4;120.1;92.2;5.5
5745;1;-804.599;-10.377;3150;1984;80.4;80.7;31.0;17;35;52;151.1;44.9;193.7;65.1;5.9
5746;4;-804.6;-10.376;3150;1985;27.7;77.4;35.0;17;21;32;267.5;145.0;76.8;60.1;5.7
5747;7;-804.604;-10.385;3150;1986;34.3;22.3;20.0;16;33;29;267.8;74.7;89.2;53.2;5.6
5748;2;-804.595;-10.378;3150;1987;59.8;198.3;30.0;21;30;29;154.2;111.3;68.2;78.1;5.9
5749;3;-804.598;-10.38;3150;1988;54.9;65.0;20.0;20;25;37;166.5;125.4;112.9;72.6;6.0
5750;4;-804.6;-10.376;3150;1989;62.3;84.4;29.0;22;15;36;236.6;84.9;97.5;97.4;6.2
5751;8;-804.603;-10.384;3150;1990;53.1;36.8;35.0;18;24;52;163.0;110.5;87.9;105.7;5.5
5752;3;-804.598;-10.38;3150;1991;51.6;139.2;32.0;20;27;28;192.9;144.4;68.4;70.3;5.9
5753;7;-804.604;-10.385;3150;1992;41.2;68.1;33.0;21;25;33;192.9;112.4;94.8;40.0;6.1
5754;8;-804.603;-10.384;3150;1993;65.3;63.3;29.0;23;27;31;199.4;99.8;138.9;63.9;6.1
5755;3;-804.598;-10.38;3150;1994;56.0;43.3;19.0;24;22;45;187.7;257.0;102.2;82.2;5.7
5756;4;-804.6;-10.376;3150;1995;40.9;27.5;29.0;20;27;42;112.6;72.2;71.1;43.1;6.1
5757;2;-804.595;-10.378;3150;1996;48.5;122.8;33.0;21;28;26;257.4;116.8;120.1;44.4;5.6
5758;4;-804.6;-10.376;3150;1997;78.6;100.6;35.0;19;30;35;226.7;103.6;55.9;52.0;5.8
5759;8;-804.603;-10.384;3150;1998;66.4;43.8;21.0;17;18;32;257.3;113.0;55.9;52.0;6.0
5760;0;-804.597;-10.379;3150;2003;66.4;43.8;29.0;21;30;27;195.6;51.5;79.0;62.9;5.7
5761;2;-804.595;-10.378;3150;2004;9.6;73.5;27.0;19;30;30;210.2;126.1;60.1;72.9;5.5
5762;3;-804.598;-10.38;3150;2005;30.1;87.4;25.0;17;26;55;96.8;66.6;60.1;34.4;5.6
5763;1;-804.599;-10.377;3150;2006;81.0;41.5;18.0;23;34;46;110.9;86.9;84.0;57.6;6.1
5764;1;-804.599;-10.377;3150;2007;65.6;51.6;21.0;18;33;42;28.3;188.7;92.6;95.7;5.9
5765;8;-804.603;-10.384;3150;2008;63.1;93.7;29.0;21;15;43;162.4;140.9;122.8;132.2;5.9
5766;2;-804.595;-10.378;3150;2009;149.3;57.3;28.0;22;19;40;155.2;147.8;87.4;188.3;5.9
5767;3;-804.598;-10.38;3150;2010;151.1;108.4;33.0;22;23;27;74.5;180.8;118.9;67.0;5.8
5768;0;-804.597;-10.379;3150;2011;73.3;131.0;23.0;18;14;38;271.1;144.4;131.7;60.9;5.8
5769;7;-804.604;-10.385;3150;2012;105.6;93.7;23.0;18;35;38;206.9;147.1;14.3;38.5;5.5
5770;5;-804.601;-10.382;3150;2013;68.4;173.4;32.0;21;29;29;214.8;117.0;123.1;75.9;6.1
5771;2;-804.595;-10.378;3150;2014;68.4;36.2;18.0;22;31;31;181.8;147.0;104.1;58.1;6.0
5772;2;-804.595;-10.378;3150;2015;48.8;200.0;32.0;19;21;41;181.8;147.0;104.1;58.1;5.8
5773;7;-804.604;-10.385;3150;2017;48.8;200.0;24.0;19;26;46;181.8;147.0;98.5;58.4;5.7
5774;3;-804.598;-10.38;750;1977;48.8;200.0;27.0;19;25;44;201.6;173.9;108.4;98.1;5.9
5775;3;-804.598;-10.38;750;1978;140.5;117.4;29.0;22;34;34;238.4;215.7;176.9;179.8;5.5
5776;1;-804.599;-10.377;750;1979;136.1;58.6;30.0;17;28;55;147.0;87.3;148.6;115.0;6.1
5777;6;-804.596;-10.383;750;1980;138.3;111.2;35.0;17;26;46;259.4;107.2;200.6;273.9;5.6
5778;6;-804.596;-10.383;750;1981;120.5;163.1;19.0;17;32;28;241.1;140.2;127.4;130.8;5.7
5779;5;-804.601;-10.382;750;1982;52.8;30.7;20.0;16;30;50;138.9;233.8;164.2;177.0;5.7
5780;6;-804.596;-10.383;750;1983;130.8;122.1;18.0;20;24;49;103.7;139.8;164.5;177.8;5.6
5781;2;-804.595;-10.378;750;1984;53.4;115.1;17.0;23;30;35;122.4;145.5;176.3;98.5;5.6
5782;7;-804.604;-10.385;750;1985;94.9;49.2;33.0;19;15;28;103.1;163.9;110.4;92.2;6.0
5783;2;-804.595;-10.378;750;1986;75.5;86.3;29.0;24;16;29;138.7;68.7;258.3;168.6;6.2
5784;4;-804.6;-10.376;750;1987;99.3;185.4;34.0;21;15;46;255.6;156.0;258.3;171.3;5.7
5785;1;-804.599;-10.377;750;1988;65.1;241.7;26.0;24;20;38;92.1;84.2;143.7;170.9;5.6
5786;3;-804.598;-10.38;750;1989;114.7;182.8;23.0;22;22;37;192.8;109.3;94.9;210.5;6.0
5787;7;-804.604;-10.385;750;1990;122.2;135.6;24.0;23;14;29;198.2;100.7;125.0;94.5;5.9
5788;3;-804.598;-10.38;750;1991;94.7;142.0;25.0;16;16;47;178.3;92.5;124.5;152.1;5.9
5789;2;-804.595;-10.378;750;1992;60.2;44.5;26.0;24;19;54;146.3;109.7;218.3;118.6;5.7
5790;0;-804.597;-10.379;750;1993;85.1;155.7;35.0;16;30;54;183.1;220.9;126.2;194.0;5.9
5791;4;-804.6;-10.376;750;1994;127.6;109.9;32.0;19;19;50;197.4;120.1;211.0;99.2;5.6
5792;6;-804.596;-10.383;750;1995;63.7;68.9;18.0;24;19;41;160.4;56.1;102.8;107.4;5.7
5793;1;-804.599;-10.377;750;1996;139.5;125.1;32.0;19;28;31;140.4;163.1;200.2;129.8;5.6
5794;5;-804.601;-10.382;750;1997;97.2;103.4;35.0;24;21;42;129.7;198.8;171.8;129.8;5.9
5795;0;-804.597;-10.379;750;1998;157.9;74.7;24.0;22;26;47;132.4;99.4;89.0;222.4;5.5
5796;8;-804.603;-10.384;750;1999;130.6;121.2;27.0;17;33;35;184.3;142.7;169.1;114.0;5.8
5797;7;-804.604;-10.385;750;2000;64.6;109.8;31.0;23;21;29;120.9;109.3;222.7;66.2;6.1
5798;5;-804.601;-10.382;750;2001;103.8;90.6;27.0;19;28;38;216.2;103.6;140.5;163.8;5.7
5799;3;-804.598;-10.38;750;2002;49.8;115.0;20.0;18;33;48;253.8;96.6;93.0;109.8;5.5
5800;4;-804.6;-10.376;750;2003;92.4;89.1;19.0;18;25;38;146.8;102.2;74.8;82.8;6.1
5801;1;-804.599;-10.377;750;2004;37.6;78.0;24.0;22;31;32;232.6;123.8;90.2;171.6;5.6
5802;4;-804.6;-10.376;750;2005;72.0;157.2;24.0;23;31;45;162.4;26.4;129.5;191.0;5.6
